account_id,customer_id,account_type,balance,status,created_at
ACC_1000075,C_100051,CURRENT,3596.11,DORMANT,2019-03-29 20:43:09
ACC_1000076,C_100051,CURRENT,1585.32,ACTIVE,2019-04-03 21:32:09
ACC_1000077,C_100052,CURRENT,182.41,ACTIVE,2021-10-11 16:43:41
ACC_1000078,C_100053,CURRENT,1621.54,ACTIVE,2024-06-15 02:58:04
ACC_1000079,C_100054,CURRENT,365.76,ACTIVE,2021-05-19 14:56:20
ACC_1000080,C_100055,SAVINGS,3825.61,ACTIVE,2021-08-08 11:35:03
ACC_1000081,C_100056,BUSINESS,111804.41,ACTIVE,2023-11-18 08:46:29
ACC_1000082,C_100056,CURRENT,821.87,ACTIVE,2023-10-30 20:47:29
ACC_1000083,C_100057,BUSINESS,126130.16,DORMANT,2021-03-24 06:24:16
ACC_1000084,C_100058,SAVINGS,21118.8,ACTIVE,2026-01-28 20:48:42
ACC_1000085,C_100058,SAVINGS,55753.64,ACTIVE,2026-01-17 17:25:42
ACC_1000086,C_100058,CURRENT,4624.57,DORMANT,2026-01-26 02:02:42
ACC_1000087,C_100059,SAVINGS,23309.46,ACTIVE,2018-10-27 07:14:59
ACC_1000088,C_100060,BUSINESS,36886.08,ACTIVE,2018-09-14 05:13:34
ACC_1000089,C_100060,SAVINGS,3526.53,ACTIVE,2018-08-20 05:26:34
ACC_1000090,C_100060,BUSINESS,157188.73,ACTIVE,2018-08-20 23:42:34
ACC_1000091,C_100061,SAVINGS,6834.58,ACTIVE,2020-09-20 14:05:24
ACC_1000092,C_100062,CURRENT,824.35,ACTIVE,2022-07-28 04:53:40
ACC_1000093,C_100063,BUSINESS,89135.33,ACTIVE,2022-02-19 03:51:49
ACC_1000094,C_100063,SAVINGS,11834.67,DORMANT,2022-03-09 02:01:49
ACC_1000095,C_100063,SAVINGS,3159.46,ACTIVE,2022-03-04 17:44:49
ACC_1000096,C_100064,BUSINESS,74093.01,ACTIVE,2023-09-13 04:41:14
ACC_1000097,C_100064,BUSINESS,17078.85,ACTIVE,2023-09-11 17:06:14
ACC_1000098,C_100064,BUSINESS,77267.63,ACTIVE,2023-08-29 01:39:14
ACC_1000099,C_100065,SAVINGS,250000.0,ACTIVE,2017-07-17 22:11:35
ACC_1000100,C_100066,BUSINESS,326683.93,ACTIVE,2025-12-02 07:51:12
ACC_1000101,C_100067,SAVINGS,7899.49,ACTIVE,2019-12-05 04:52:49
ACC_1000102,C_100068,BUSINESS,151977.56,ACTIVE,2016-04-17 06:20:19
ACC_1000103,C_100069,SAVINGS,1311.6,ACTIVE,2024-09-03 15:13:51
ACC_1000104,C_100069,SAVINGS,7172.59,ACTIVE,2024-08-20 06:22:51
ACC_1000105,C_100070,CURRENT,2759.21,ACTIVE,2019-07-10 06:28:08
ACC_1000106,C_100071,BUSINESS,76559.9,ACTIVE,2022-09-08 20:04:13
ACC_1000107,C_100071,SAVINGS,6785.77,ACTIVE,2022-09-15 18:28:13
ACC_1000108,C_100072,CURRENT,10426.01,ACTIVE,2024-10-14 05:03:43
ACC_1000109,C_100073,CURRENT,1356.17,ACTIVE,2025-07-20 23:56:37
ACC_1000110,C_100073,CURRENT,480.01,ACTIVE,2025-07-16 23:09:37
ACC_1000111,C_100074,BUSINESS,45766.51,ACTIVE,2018-01-10 08:16:46
ACC_1000112,C_100075,SAVINGS,5082.94,ACTIVE,2019-02-02 10:58:05
ACC_1000113,C_100075,CURRENT,1302.24,ACTIVE,2019-01-30 17:27:05
ACC_1000114,C_100076,SAVINGS,4741.72,ACTIVE,2020-04-15 01:44:52
ACC_1000115,C_100077,CURRENT,2190.28,ACTIVE,2019-11-04 22:16:55
ACC_1000116,C_100078,BUSINESS,752218.64,ACTIVE,2020-08-12 04:38:18
ACC_1000117,C_100078,SAVINGS,6830.07,ACTIVE,2020-08-06 08:29:18
ACC_1000118,C_100079,SAVINGS,26411.73,ACTIVE,2017-02-02 19:28:46
ACC_1000119,C_100080,BUSINESS,232018.93,ACTIVE,2021-12-16 10:56:56
ACC_1000120,C_100081,BUSINESS,14894.45,ACTIVE,2017-06-06 23:09:42
ACC_1000121,C_100081,CURRENT,5564.0,ACTIVE,2017-05-26 22:39:42
ACC_1000122,C_100081,BUSINESS,16853.46,ACTIVE,2017-05-23 12:19:42
ACC_1000123,C_100082,BUSINESS,63126.4,ACTIVE,2024-08-01 17:53:05
ACC_1000124,C_100082,SAVINGS,15009.72,ACTIVE,2024-07-24 12:45:05
ACC_1000125,C_100082,SAVINGS,12659.93,ACTIVE,2024-07-22 12:57:05
ACC_1000126,C_100083,CURRENT,4160.18,ACTIVE,2017-06-20 04:46:14
ACC_1000127,C_100084,CURRENT,3086.82,DORMANT,2021-07-16 19:46:06
ACC_1000128,C_100084,SAVINGS,34157.46,ACTIVE,2021-07-12 01:19:06
ACC_1000129,C_100085,BUSINESS,6023.91,DORMANT,2018-12-01 09:19:36
ACC_1000130,C_100085,BUSINESS,87382.48,ACTIVE,2018-11-30 22:44:36
ACC_1000131,C_100086,BUSINESS,13152.35,ACTIVE,2022-05-14 05:18:44
ACC_1000132,C_100086,BUSINESS,65324.22,ACTIVE,2022-05-02 03:24:44
ACC_1000133,C_100087,SAVINGS,27391.33,ACTIVE,2021-01-29 03:42:08
ACC_1000134,C_100088,CURRENT,3949.53,ACTIVE,2018-05-30 04:25:07
ACC_1000135,C_100088,SAVINGS,49457.01,ACTIVE,2018-05-15 22:25:07
ACC_1000136,C_100089,SAVINGS,14412.18,ACTIVE,2021-02-14 20:54:12
ACC_1000137,C_100089,SAVINGS,7295.27,ACTIVE,2021-01-28 05:22:12
ACC_1000138,C_100090,SAVINGS,34190.46,DORMANT,2016-11-12 05:10:55
ACC_1000139,C_100091,CURRENT,1956.61,ACTIVE,2017-08-29 20:37:59
ACC_1000140,C_100091,CURRENT,3639.87,ACTIVE,2017-08-09 20:40:59
ACC_1000141,C_100092,BUSINESS,18191.72,ACTIVE,2017-06-17 15:53:53
ACC_1000142,C_100092,BUSINESS,47031.44,DORMANT,2017-05-27 18:41:53
ACC_1000143,C_100093,BUSINESS,1000.0,ACTIVE,2020-11-04 12:03:07
ACC_1000144,C_100094,SAVINGS,131812.24,ACTIVE,2019-01-12 23:35:49
ACC_1000145,C_100095,BUSINESS,23795.96,ACTIVE,2020-11-24 12:49:42
ACC_1000146,C_100095,SAVINGS,18828.54,ACTIVE,2020-12-21 04:32:42
ACC_1000147,C_100095,BUSINESS,114313.69,ACTIVE,2020-11-21 13:37:42
ACC_1000148,C_100096,CURRENT,936.57,ACTIVE,2017-11-19 22:12:28
ACC_1000149,C_100097,BUSINESS,126737.29,ACTIVE,2019-08-27 19:26:14
ACC_1000150,C_100098,BUSINESS,319827.7,ACTIVE,2022-12-30 01:01:58
ACC_1000151,C_100099,CURRENT,5930.96,ACTIVE,2020-12-22 04:53:52
ACC_1000152,C_100099,SAVINGS,250000.0,ACTIVE,2020-12-19 10:13:52
ACC_1000153,C_100100,SAVINGS,1309.95,ACTIVE,2017-01-24 10:11:51
ACC_1000154,C_100101,CURRENT,2542.69,ACTIVE,2021-04-28 21:49:26
ACC_1000155,C_100101,BUSINESS,498182.35,DORMANT,2021-04-19 03:12:26
ACC_1000156,C_100102,CURRENT,2338.88,ACTIVE,2025-09-19 03:03:30
ACC_1000157,C_100103,CURRENT,667.33,ACTIVE,2024-03-12 13:55:12
ACC_1000158,C_100104,SAVINGS,4406.42,ACTIVE,2022-03-02 01:29:01
ACC_1000159,C_100104,SAVINGS,13502.99,ACTIVE,2022-02-15 05:19:01
ACC_1000160,C_100105,CURRENT,983.15,ACTIVE,2021-05-12 11:46:48
ACC_1000161,C_100106,SAVINGS,12755.53,ACTIVE,2017-03-12 23:42:51
ACC_1000162,C_100107,SAVINGS,13331.12,ACTIVE,2019-09-13 22:13:42
ACC_1000163,C_100108,CURRENT,5331.58,DORMANT,2018-09-17 11:33:47
ACC_1000164,C_100108,CURRENT,1068.82,ACTIVE,2018-08-21 15:58:47
ACC_1000165,C_100109,BUSINESS,59453.36,ACTIVE,2019-06-06 08:27:14
ACC_1000166,C_100110,SAVINGS,32573.24,ACTIVE,2022-01-05 19:21:08
ACC_1000167,C_100110,BUSINESS,1117758.98,DORMANT,2021-12-17 06:05:08
ACC_1000168,C_100110,BUSINESS,38177.5,ACTIVE,2022-01-07 17:02:08
ACC_1000169,C_100111,BUSINESS,36303.75,ACTIVE,2017-08-17 12:41:13
ACC_1000170,C_100111,SAVINGS,7441.07,ACTIVE,2017-09-05 06:30:13
ACC_1000171,C_100112,BUSINESS,175506.48,ACTIVE,2022-02-19 00:30:06
ACC_1000172,C_100112,SAVINGS,11502.88,ACTIVE,2022-03-11 20:53:06
ACC_1000173,C_100113,CURRENT,1442.26,ACTIVE,2025-08-14 04:43:35
ACC_1000174,C_100114,BUSINESS,118495.44,DORMANT,2025-05-12 15:43:55
ACC_1000175,C_100114,SAVINGS,16131.15,ACTIVE,2025-05-16 16:36:55
ACC_1000176,C_100115,BUSINESS,370844.95,ACTIVE,2023-01-09 19:42:30
ACC_1000177,C_100115,CURRENT,2726.97,ACTIVE,2023-01-10 07:26:30
ACC_1000178,C_100116,SAVINGS,1728.37,ACTIVE,2020-02-17 08:58:04
ACC_1000179,C_100116,BUSINESS,43043.83,ACTIVE,2020-02-15 02:12:04
ACC_1000180,C_100117,SAVINGS,2389.34,ACTIVE,2025-11-01 01:27:13
ACC_1000181,C_100118,SAVINGS,19602.68,ACTIVE,2019-11-10 03:14:35
ACC_1000182,C_100119,CURRENT,2743.54,ACTIVE,2017-01-14 23:31:57
ACC_1000183,C_100120,BUSINESS,1227353.77,ACTIVE,2023-03-18 05:54:29
ACC_1000184,C_100121,SAVINGS,2913.95,ACTIVE,2018-07-21 12:33:49
ACC_1000185,C_100121,SAVINGS,1941.81,DORMANT,2018-07-16 11:39:49
ACC_1000186,C_100122,BUSINESS,446917.02,ACTIVE,2016-06-27 21:05:53
ACC_1000187,C_100122,BUSINESS,1000.0,ACTIVE,2016-06-13 22:17:53
ACC_1000188,C_100122,SAVINGS,2828.1,ACTIVE,2016-06-29 08:48:53
ACC_1000189,C_100123,SAVINGS,31521.93,ACTIVE,2024-03-09 23:52:33
ACC_1000190,C_100124,CURRENT,2113.33,ACTIVE,2018-07-05 10:31:35
ACC_1000191,C_100124,BUSINESS,719122.61,ACTIVE,2018-06-09 12:31:35
ACC_1000192,C_100125,BUSINESS,13713.03,ACTIVE,2018-02-27 04:24:51
ACC_1000193,C_100125,CURRENT,1037.31,ACTIVE,2018-03-04 21:23:51
ACC_1000194,C_100126,BUSINESS,48126.97,ACTIVE,2018-10-14 02:58:05
ACC_1000195,C_100127,SAVINGS,17772.96,ACTIVE,2024-11-05 13:57:56
ACC_1000196,C_100127,SAVINGS,1748.23,ACTIVE,2024-11-27 07:45:56
ACC_1000197,C_100128,SAVINGS,21205.55,DORMANT,2018-01-02 20:05:08
ACC_1000198,C_100128,SAVINGS,5995.41,ACTIVE,2017-12-20 00:11:08
ACC_1000199,C_100129,CURRENT,1045.66,ACTIVE,2017-12-26 11:08:42
ACC_1000200,C_100130,CURRENT,8636.28,ACTIVE,2020-02-04 23:57:11
ACC_1000201,C_100130,BUSINESS,580661.7,ACTIVE,2020-02-18 04:10:11
ACC_1000202,C_100130,CURRENT,6659.85,ACTIVE,2020-02-07 01:26:11
ACC_1000203,C_100131,BUSINESS,172144.66,ACTIVE,2025-10-05 02:15:23
ACC_1000204,C_100131,CURRENT,912.46,ACTIVE,2025-10-05 20:27:23
ACC_1000205,C_100131,CURRENT,189.54,ACTIVE,2025-10-16 08:23:23
ACC_1000206,C_100132,SAVINGS,196351.13,DORMANT,2023-10-07 20:56:50
ACC_1000207,C_100133,BUSINESS,1500000.0,ACTIVE,2022-03-14 06:43:22
ACC_1000208,C_100133,BUSINESS,246375.34,ACTIVE,2022-03-12 21:20:22
ACC_1000209,C_100133,BUSINESS,35730.09,ACTIVE,2022-03-16 06:39:22
ACC_1000210,C_100134,CURRENT,3712.33,ACTIVE,2017-04-23 19:15:14
ACC_1000211,C_100134,SAVINGS,2720.31,ACTIVE,2017-04-24 07:07:14
ACC_1000212,C_100135,SAVINGS,753.44,ACTIVE,2019-10-31 18:55:41
ACC_1000213,C_100136,BUSINESS,168537.15,ACTIVE,2017-10-02 09:42:03
ACC_1000214,C_100136,BUSINESS,122262.07,ACTIVE,2017-10-10 07:14:03
ACC_1000215,C_100136,SAVINGS,8709.79,ACTIVE,2017-10-18 15:39:03
ACC_1000216,C_100137,CURRENT,1961.21,ACTIVE,2023-07-12 18:32:01
ACC_1000217,C_100137,SAVINGS,15768.6,ACTIVE,2023-07-29 07:15:01
ACC_1000218,C_100138,BUSINESS,48939.73,ACTIVE,2017-03-15 06:51:28
ACC_1000219,C_100139,SAVINGS,1447.58,DORMANT,2020-03-13 10:43:58
ACC_1000220,C_100140,BUSINESS,29329.91,ACTIVE,2022-12-01 20:16:59
ACC_1000221,C_100141,BUSINESS,35828.61,ACTIVE,2023-12-18 03:28:59
ACC_1000222,C_100142,CURRENT,1412.84,ACTIVE,2016-06-05 00:22:26
ACC_1000223,C_100142,SAVINGS,7848.81,ACTIVE,2016-05-09 22:45:26
ACC_1000224,C_100143,BUSINESS,970035.38,ACTIVE,2024-02-06 07:03:37
ACC_1000225,C_100144,CURRENT,1950.92,ACTIVE,2022-10-26 08:44:39
ACC_1000226,C_100144,CURRENT,1226.69,ACTIVE,2022-11-22 04:00:39
ACC_1000227,C_100145,SAVINGS,13882.67,ACTIVE,2023-08-15 12:04:43
ACC_1000228,C_100146,SAVINGS,7903.17,ACTIVE,2018-04-25 00:27:27
ACC_1000229,C_100147,BUSINESS,57886.36,ACTIVE,2020-11-10 06:33:48
ACC_1000230,C_100148,BUSINESS,2101.62,DORMANT,2020-01-07 12:02:27
ACC_1000231,C_100149,SAVINGS,12824.45,ACTIVE,2020-11-21 10:50:36
ACC_1000232,C_100149,SAVINGS,15063.05,ACTIVE,2020-11-12 07:45:36
ACC_1000233,C_100149,SAVINGS,8463.05,ACTIVE,2020-11-07 10:23:36
ACC_1000234,C_100150,CURRENT,5694.61,ACTIVE,2023-01-02 08:23:05
ACC_1000235,C_100151,BUSINESS,162778.94,ACTIVE,2019-07-03 11:10:40
ACC_1000236,C_100151,CURRENT,9146.16,ACTIVE,2019-07-11 12:01:40
ACC_1000237,C_100152,BUSINESS,8166.3,ACTIVE,2024-10-12 10:07:13
ACC_1000238,C_100153,SAVINGS,23353.43,ACTIVE,2024-08-05 02:48:58
ACC_1000239,C_100154,BUSINESS,89569.31,ACTIVE,2025-12-12 10:17:09
ACC_1000240,C_100154,SAVINGS,8152.42,ACTIVE,2025-12-18 23:27:09
ACC_1000241,C_100154,BUSINESS,3347.45,ACTIVE,2025-12-13 16:20:09
ACC_1000242,C_100155,BUSINESS,24176.25,ACTIVE,2024-12-20 22:57:02
ACC_1000243,C_100155,SAVINGS,4712.55,ACTIVE,2024-12-28 07:41:02
ACC_1000244,C_100156,CURRENT,478.93,ACTIVE,2020-02-27 21:40:07
ACC_1000245,C_100157,BUSINESS,89056.19,ACTIVE,2024-11-21 02:49:36
ACC_1000246,C_100158,CURRENT,501.83,ACTIVE,2016-09-18 20:59:10
ACC_1000247,C_100159,SAVINGS,2135.46,ACTIVE,2022-11-20 15:07:47
ACC_1000248,C_100159,SAVINGS,122180.25,ACTIVE,2022-11-19 19:18:47
ACC_1000249,C_100159,CURRENT,3191.44,ACTIVE,2022-11-15 13:54:47
ACC_1000250,C_100160,CURRENT,481.75,ACTIVE,2024-12-05 17:42:11
ACC_1000251,C_100160,SAVINGS,19519.4,ACTIVE,2024-11-15 08:18:11
ACC_1000252,C_100161,CURRENT,607.77,ACTIVE,2023-06-12 19:55:57
ACC_1000253,C_100162,BUSINESS,35681.52,ACTIVE,2023-04-16 02:13:34
ACC_1000254,C_100163,SAVINGS,2595.84,ACTIVE,2019-11-25 20:46:16
ACC_1000255,C_100164,SAVINGS,14595.37,DORMANT,2021-12-14 01:05:27
ACC_1000256,C_100164,BUSINESS,16006.68,ACTIVE,2021-12-19 13:43:27
ACC_1000257,C_100165,BUSINESS,370220.36,ACTIVE,2025-05-16 21:42:45
ACC_1000258,C_100166,BUSINESS,148406.57,ACTIVE,2024-06-25 15:46:41
ACC_1000259,C_100167,BUSINESS,17948.68,ACTIVE,2024-10-03 05:27:12
ACC_1000260,C_100168,SAVINGS,22052.24,ACTIVE,2025-10-25 16:03:08
ACC_1000261,C_100168,BUSINESS,301874.37,ACTIVE,2025-10-17 21:41:08
ACC_1000262,C_100168,CURRENT,1890.54,ACTIVE,2025-11-13 05:14:08
ACC_1000263,C_100169,SAVINGS,3097.8,ACTIVE,2025-08-17 10:15:21
ACC_1000264,C_100170,SAVINGS,10260.13,ACTIVE,2017-01-31 23:16:02
ACC_1000265,C_100171,SAVINGS,193497.83,ACTIVE,2020-05-26 03:09:16
ACC_1000266,C_100171,CURRENT,408.28,ACTIVE,2020-05-09 00:04:16
ACC_1000267,C_100172,CURRENT,3800.1,ACTIVE,2025-05-21 17:59:05
ACC_1000268,C_100172,CURRENT,705.17,ACTIVE,2025-05-15 11:23:05
ACC_1000269,C_100172,CURRENT,4637.17,ACTIVE,2025-05-07 14:28:05
ACC_1000270,C_100173,BUSINESS,628448.33,ACTIVE,2018-11-26 20:05:06
ACC_1000271,C_100173,CURRENT,1997.02,ACTIVE,2018-11-15 20:54:06
ACC_1000272,C_100173,SAVINGS,198429.55,ACTIVE,2018-11-28 22:43:06
ACC_1000273,C_100174,SAVINGS,15584.31,ACTIVE,2017-05-22 01:41:18
ACC_1000274,C_100175,BUSINESS,13796.94,ACTIVE,2021-08-10 01:05:35
ACC_1000275,C_100176,CURRENT,4580.99,ACTIVE,2022-12-18 19:54:44
ACC_1000276,C_100176,CURRENT,1374.03,ACTIVE,2022-11-29 18:48:44
ACC_1000277,C_100177,BUSINESS,85022.69,ACTIVE,2016-10-29 06:11:11
ACC_1000278,C_100177,BUSINESS,35109.96,ACTIVE,2016-10-10 09:02:11
ACC_1000279,C_100177,BUSINESS,27633.25,ACTIVE,2016-10-18 21:40:11
ACC_1000280,C_100178,SAVINGS,31742.31,ACTIVE,2016-07-13 22:54:38
ACC_1000281,C_100178,CURRENT,595.4,ACTIVE,2016-07-10 03:42:38
ACC_1000282,C_100178,BUSINESS,8496.76,DORMANT,2016-07-17 06:11:38
ACC_1000283,C_100179,BUSINESS,1387344.41,ACTIVE,2024-07-15 22:44:23
ACC_1000284,C_100179,SAVINGS,6904.9,ACTIVE,2024-07-05 21:48:23
ACC_1000285,C_100180,CURRENT,2513.99,ACTIVE,2021-04-07 21:44:22
ACC_1000286,C_100180,BUSINESS,344061.59,ACTIVE,2021-03-18 22:43:22
ACC_1000287,C_100181,CURRENT,4843.15,ACTIVE,2018-03-31 06:31:32
ACC_1000288,C_100182,BUSINESS,620274.73,ACTIVE,2018-03-18 16:26:01
ACC_1000289,C_100183,SAVINGS,4636.88,ACTIVE,2026-01-03 14:03:51
ACC_1000290,C_100184,SAVINGS,39107.6,ACTIVE,2020-02-18 04:17:22
ACC_1000291,C_100185,SAVINGS,22621.44,DORMANT,2017-03-25 11:23:54
ACC_1000292,C_100186,CURRENT,1970.2,ACTIVE,2019-12-26 10:33:46
ACC_1000293,C_100186,CURRENT,4906.62,ACTIVE,2020-01-05 14:25:46
ACC_1000294,C_100187,SAVINGS,19422.21,ACTIVE,2020-08-15 10:36:39
ACC_1000295,C_100188,SAVINGS,19799.83,ACTIVE,2024-10-13 10:52:22
ACC_1000296,C_100188,SAVINGS,56541.44,ACTIVE,2024-09-29 09:09:22
ACC_1000297,C_100189,CURRENT,204.69,ACTIVE,2020-03-08 07:29:40
ACC_1000298,C_100190,CURRENT,4054.3,DORMANT,2018-11-03 23:03:49
ACC_1000299,C_100191,SAVINGS,15862.04,ACTIVE,2018-12-28 17:51:53
ACC_1000300,C_100192,BUSINESS,121978.98,DORMANT,2024-01-12 17:58:21
ACC_1000301,C_100193,SAVINGS,6209.8,ACTIVE,2019-05-29 18:33:04
ACC_1000302,C_100193,SAVINGS,30676.62,ACTIVE,2019-06-05 00:13:04
ACC_1000303,C_100193,CURRENT,3729.06,ACTIVE,2019-05-19 03:30:04
ACC_1000304,C_100194,CURRENT,2585.36,ACTIVE,2018-09-24 06:30:12
ACC_1000305,C_100194,BUSINESS,38245.13,ACTIVE,2018-09-04 14:09:12
ACC_1000306,C_100195,CURRENT,1167.87,ACTIVE,2017-01-18 17:38:37
ACC_1000307,C_100195,SAVINGS,111766.76,ACTIVE,2016-12-22 10:49:37
ACC_1000308,C_100195,BUSINESS,8841.0,ACTIVE,2017-01-18 01:07:37
ACC_1000309,C_100196,SAVINGS,366.92,ACTIVE,2019-08-12 05:13:12
ACC_1000310,C_100196,CURRENT,784.94,ACTIVE,2019-08-01 03:47:12
ACC_1000311,C_100197,CURRENT,512.91,ACTIVE,2022-03-17 06:18:39
ACC_1000312,C_100198,CURRENT,515.76,ACTIVE,2025-05-25 05:04:14
