transaction_id,sender_account_id,receiver_account_id,merchant_id,device_id,amount,transaction_type,timestamp,fraud_label
TXN_F_60002675,ACC_1008246,,M_1467,DEV_10896,3961.37,PURCHASE,2025-12-31 14:21:48,1
TXN_F_60002673,ACC_1011216,,M_1015,DEV_10348,4308.63,PURCHASE,2025-12-31 15:17:48,1
TXN_F_60002686,ACC_1014926,,M_1092,DEV_10386,1499.13,PURCHASE,2025-12-31 17:30:12,1
TXN_F_60002676,ACC_1008246,,M_1098,DEV_10247,1522.41,PURCHASE,2025-12-31 18:21:48,1
TXN_F_60002667,ACC_1000789,,M_1082,DEV_10212,2468.13,PURCHASE,2025-12-31 19:29:17,1
TXN_F_60002683,ACC_1002680,,M_1369,DEV_11806,3714.08,PURCHASE,2025-12-31 20:11:57,1
TXN_F_60002678,ACC_1008246,,M_1229,DEV_H_95975,3215.97,PURCHASE,2025-12-31 20:18:48,1
TXN_F_60002671,ACC_1011216,,M_1383,DEV_10320,3063.66,PURCHASE,2025-12-31 20:54:48,1
TXN_F_60002680,ACC_1002680,,M_1039,DEV_10752,3864.12,PURCHASE,2025-12-31 22:38:57,1
TXN_F_60002687,ACC_1014926,,M_1010,DEV_10254,2972.55,PURCHASE,2025-12-31 23:26:12,1
TXN_F_60002672,ACC_1011216,,M_1365,DEV_11689,4571.1,PURCHASE,2026-01-01 00:04:48,1
TXN_F_60002688,ACC_1014926,,M_1048,DEV_11467,1868.21,PURCHASE,2026-01-01 01:15:12,1
TXN_F_60002689,ACC_1014926,,M_1031,DEV_10574,1379.78,PURCHASE,2026-01-01 02:19:12,1
TXN_F_60002662,ACC_1006209,,M_1225,DEV_10011,4332.94,PURCHASE,2026-01-01 02:22:19,1
TXN_F_60002682,ACC_1002680,,M_1105,DEV_10285,3636.1,PURCHASE,2026-01-01 02:40:57,1
TXN_F_60002669,ACC_1000789,,M_1088,DEV_10788,1284.23,PURCHASE,2026-01-01 02:55:17,1
TXN_F_60002665,ACC_1000789,,M_1086,DEV_H_97506,4542.95,PURCHASE,2026-01-01 03:24:17,1
TXN_F_60002670,ACC_1011216,,M_1495,DEV_11666,1758.98,PURCHASE,2026-01-01 04:19:48,1
TXN_F_60002661,ACC_1006209,,M_1307,DEV_11421,1518.05,PURCHASE,2026-01-01 04:48:19,1
TXN_F_60002674,ACC_1011216,,M_1125,DEV_11957,1442.33,PURCHASE,2026-01-01 05:10:48,1
TXN_F_60002681,ACC_1002680,,M_1209,DEV_H_94920,2804.27,PURCHASE,2026-01-01 05:59:57,1
TXN_F_60002685,ACC_1014926,,M_1130,DEV_H_90404,1413.22,PURCHASE,2026-01-01 06:03:12,1
TXN_F_60002659,ACC_1008538,,M_1152,DEV_11037,1701.27,PURCHASE,2026-01-01 06:31:57,1
TXN_F_60002684,ACC_1002680,,M_1086,DEV_11172,3656.47,PURCHASE,2026-01-01 07:46:57,1
TXN_F_60002679,ACC_1008246,,M_1203,DEV_11253,2547.98,PURCHASE,2026-01-01 10:36:48,1
TXN_F_60002677,ACC_1008246,,M_1260,DEV_H_97165,3940.23,PURCHASE,2026-01-01 11:13:48,1
TXN_F_60002657,ACC_1008538,,M_1465,DEV_10887,2290.83,PURCHASE,2026-01-01 12:17:57,1
TXN_F_60002668,ACC_1000789,,M_1154,DEV_11220,1379.87,PURCHASE,2026-01-01 12:26:17,1
TXN_F_60002655,ACC_1008538,,M_1178,DEV_10520,1903.01,PURCHASE,2026-01-01 12:52:57,1
TXN_F_60002653,ACC_1005280,,M_1184,DEV_10152,3386.47,PURCHASE,2026-01-01 14:49:42,1
TXN_F_60002654,ACC_1005280,,M_1021,DEV_11663,3485.95,PURCHASE,2026-01-01 15:06:42,1
TXN_F_60002666,ACC_1000789,,M_1073,DEV_11909,2705.8,PURCHASE,2026-01-01 15:28:17,1
TXN_F_60002647,ACC_1001293,,M_1123,DEV_10953,2005.45,PURCHASE,2026-01-01 15:43:22,1
TXN_F_60002646,ACC_1001293,,M_1008,DEV_H_96663,3111.2,PURCHASE,2026-01-01 16:04:22,1
TXN_F_60002650,ACC_1005280,,M_1132,DEV_10295,3959.8,PURCHASE,2026-01-01 16:25:42,1
TXN_F_60002652,ACC_1005280,,M_1444,DEV_10169,4603.5,PURCHASE,2026-01-01 16:48:42,1
TXN_F_60002651,ACC_1005280,,M_1294,DEV_10705,1006.33,PURCHASE,2026-01-01 17:22:42,1
TXN_F_60002663,ACC_1006209,,M_1227,DEV_11345,4762.14,PURCHASE,2026-01-01 18:10:19,1
TXN_F_60002645,ACC_1001293,,M_1234,DEV_10594,4693.0,PURCHASE,2026-01-01 19:08:22,1
TXN_F_60002664,ACC_1006209,,M_1464,DEV_10243,3723.04,PURCHASE,2026-01-01 21:44:19,1
TXN_F_60002660,ACC_1006209,,M_1339,DEV_11824,1786.44,PURCHASE,2026-01-01 21:57:19,1
TXN_F_60002643,ACC_1007649,,M_1234,DEV_11234,2344.23,PURCHASE,2026-01-01 22:03:02,1
TXN_F_60002642,ACC_1007649,,M_1121,DEV_10060,1639.77,PURCHASE,2026-01-01 22:58:02,1
TXN_F_60002658,ACC_1008538,,M_1158,DEV_10903,3961.98,PURCHASE,2026-01-01 23:18:57,1
TXN_F_60002635,ACC_1002387,,M_1291,DEV_10812,4236.48,PURCHASE,2026-01-01 23:34:22,1
TXN_F_60002640,ACC_1007649,,M_1025,DEV_10107,4766.64,PURCHASE,2026-01-02 00:14:02,1
TXN_F_60002637,ACC_1002387,,M_1212,DEV_11858,3086.07,PURCHASE,2026-01-02 01:07:22,1
TXN_F_60002638,ACC_1002387,,M_1029,DEV_10153,4125.59,PURCHASE,2026-01-02 01:32:22,1
TXN_F_60002648,ACC_1001293,,M_1029,DEV_11630,2784.89,PURCHASE,2026-01-02 03:11:22,1
TXN_F_60002656,ACC_1008538,,M_1471,DEV_11979,2992.44,PURCHASE,2026-01-02 04:19:57,1
TXN_F_60002649,ACC_1001293,,M_1405,DEV_11597,1528.04,PURCHASE,2026-01-02 05:12:22,1
TXN_F_60002639,ACC_1002387,,M_1194,DEV_10156,4086.63,PURCHASE,2026-01-02 05:24:22,1
TXN_F_60002644,ACC_1007649,,M_1434,DEV_11948,2443.72,PURCHASE,2026-01-02 06:07:02,1
TXN_F_60002641,ACC_1007649,,M_1392,DEV_11585,1168.36,PURCHASE,2026-01-02 06:43:02,1
TXN_F_60002625,ACC_1014618,,M_1039,DEV_10717,3365.54,PURCHASE,2026-01-02 09:06:25,1
TXN_F_60002628,ACC_1014618,,M_1314,DEV_H_99653,2776.33,PURCHASE,2026-01-02 12:17:25,1
TXN_F_60002630,ACC_1014642,,M_1279,DEV_11391,3050.57,PURCHASE,2026-01-02 12:19:44,1
TXN_F_60002632,ACC_1014642,,M_1249,DEV_10947,4895.58,PURCHASE,2026-01-02 12:29:44,1
TXN_F_60002633,ACC_1014642,,M_1121,DEV_10350,3097.46,PURCHASE,2026-01-02 12:49:44,1
TXN_F_60002626,ACC_1014618,,M_1458,DEV_10775,2551.02,PURCHASE,2026-01-02 12:59:25,1
TXN_F_60002624,ACC_1001324,,M_1421,DEV_11985,3948.76,PURCHASE,2026-01-02 15:07:57,1
TXN_F_60002636,ACC_1002387,,M_1057,DEV_11897,2622.16,PURCHASE,2026-01-02 16:00:22,1
TXN_F_60002634,ACC_1014642,,M_1232,DEV_10379,2118.33,PURCHASE,2026-01-02 18:45:44,1
TXN_F_60002615,ACC_1006210,,M_1075,DEV_11892,3579.11,PURCHASE,2026-01-02 19:50:19,1
TXN_F_60002623,ACC_1001324,,M_1191,DEV_10017,4491.3,PURCHASE,2026-01-02 19:56:57,1
TXN_F_60002631,ACC_1014642,,M_1012,DEV_11074,1997.79,PURCHASE,2026-01-02 20:21:44,1
TXN_F_60002622,ACC_1001324,,M_1355,DEV_11232,4831.53,PURCHASE,2026-01-02 20:29:57,1
TXN_F_60002614,ACC_1006208,,M_1232,DEV_10590,2780.51,PURCHASE,2026-01-02 23:38:19,1
TXN_F_60002627,ACC_1014618,,M_1061,DEV_11525,4520.98,PURCHASE,2026-01-03 00:32:25,1
TXN_F_60002606,ACC_1012441,,M_1325,DEV_10919,4532.47,PURCHASE,2026-01-03 01:06:29,1
TXN_F_60002616,ACC_1006210,,M_1112,DEV_10878,2749.8,PURCHASE,2026-01-03 01:54:19,1
TXN_F_60002621,ACC_1001324,,M_1059,DEV_H_98380,4083.91,PURCHASE,2026-01-03 04:13:57,1
TXN_F_60002617,ACC_1006210,,M_1067,DEV_11123,4051.65,PURCHASE,2026-01-03 05:04:19,1
TXN_F_60002629,ACC_1014618,,M_1398,DEV_10405,4351.48,PURCHASE,2026-01-03 06:19:25,1
TXN_F_60002619,ACC_1006210,,M_1172,DEV_10552,1751.49,PURCHASE,2026-01-03 07:10:19,1
TXN_F_60002598,ACC_1010159,,M_1115,DEV_10029,2343.25,PURCHASE,2026-01-03 07:14:49,1
TXN_F_60002601,ACC_1008575,,M_1135,DEV_H_95093,3923.52,PURCHASE,2026-01-03 07:15:53,1
TXN_F_60002612,ACC_1006208,,M_1438,DEV_11275,4877.42,PURCHASE,2026-01-03 10:02:19,1
TXN_F_60002600,ACC_1008575,,M_1217,DEV_10008,2157.74,PURCHASE,2026-01-03 11:17:53,1
TXN_F_60002620,ACC_1001324,,M_1271,DEV_11393,3235.36,PURCHASE,2026-01-03 11:27:57,1
TXN_F_60002608,ACC_1012441,,M_1017,DEV_10386,2416.38,PURCHASE,2026-01-03 13:08:29,1
TXN_F_60002602,ACC_1008575,,M_1003,DEV_11488,2240.57,PURCHASE,2026-01-03 13:33:53,1
TXN_F_60002609,ACC_1012441,,M_1038,DEV_H_93762,1051.3,PURCHASE,2026-01-03 13:36:29,1
TXN_F_60002603,ACC_1008575,,M_1205,DEV_10027,4401.58,PURCHASE,2026-01-03 14:29:53,1
TXN_F_60002618,ACC_1006210,,M_1497,DEV_11501,2366.67,PURCHASE,2026-01-03 14:57:19,1
TXN_F_60002613,ACC_1006208,,M_1396,DEV_10992,2988.52,PURCHASE,2026-01-03 15:36:19,1
TXN_F_60002610,ACC_1006208,,M_1028,DEV_10429,1270.78,PURCHASE,2026-01-03 15:41:19,1
TXN_F_60002605,ACC_1012441,,M_1267,DEV_10414,2801.21,PURCHASE,2026-01-03 16:10:29,1
TXN_F_60002599,ACC_1010159,,M_1063,DEV_11287,4715.35,PURCHASE,2026-01-03 16:11:49,1
TXN_F_60002586,ACC_1000289,,M_1424,DEV_10936,1268.38,PURCHASE,2026-01-03 17:00:51,1
TXN_F_60002594,ACC_1013263,,M_1066,DEV_11197,1821.54,PURCHASE,2026-01-03 17:01:14,1
TXN_F_60002591,ACC_1013263,,M_1426,DEV_10077,1982.38,PURCHASE,2026-01-03 18:01:14,1
TXN_F_60002611,ACC_1006208,,M_1433,DEV_11982,2227.88,PURCHASE,2026-01-03 18:36:19,1
TXN_F_60002595,ACC_1010159,,M_1095,DEV_10423,4951.42,PURCHASE,2026-01-03 20:48:49,1
TXN_F_60002607,ACC_1012441,,M_1297,DEV_10850,3584.33,PURCHASE,2026-01-03 21:32:29,1
TXN_F_60002583,ACC_1014935,,M_1276,DEV_10150,1399.9,PURCHASE,2026-01-03 21:50:24,1
TXN_F_60002579,ACC_1001325,,M_1445,DEV_11686,1801.81,PURCHASE,2026-01-03 22:55:57,1
TXN_F_60002574,ACC_1014517,,M_1404,DEV_11852,4183.14,PURCHASE,2026-01-04 00:00:04,1
TXN_F_60002604,ACC_1008575,,M_1166,DEV_10468,2975.84,PURCHASE,2026-01-04 00:03:53,1
TXN_F_60002581,ACC_1014935,,M_1251,DEV_11653,2307.75,PURCHASE,2026-01-04 00:06:24,1
TXN_F_60002570,ACC_1014517,,M_1078,DEV_11253,4667.44,PURCHASE,2026-01-04 00:35:04,1
TXN_F_60002572,ACC_1014517,,M_1314,DEV_11932,1428.01,PURCHASE,2026-01-04 01:14:04,1
TXN_F_60002590,ACC_1013263,,M_1295,DEV_11458,3191.92,PURCHASE,2026-01-04 01:34:14,1
TXN_F_60002573,ACC_1014517,,M_1210,DEV_H_92666,2349.98,PURCHASE,2026-01-04 02:12:04,1
TXN_F_60002588,ACC_1000289,,M_1477,DEV_H_98321,3883.99,PURCHASE,2026-01-04 02:14:51,1
TXN_F_60002597,ACC_1010159,,M_1476,DEV_10676,1518.53,PURCHASE,2026-01-04 02:58:49,1
TXN_F_60002578,ACC_1001325,,M_1420,DEV_11141,3363.62,PURCHASE,2026-01-04 03:29:57,1
TXN_F_60002582,ACC_1014935,,M_1333,DEV_11338,3332.24,PURCHASE,2026-01-04 04:14:24,1
TXN_F_60002596,ACC_1010159,,M_1242,DEV_10107,3147.76,PURCHASE,2026-01-04 06:07:49,1
TXN_F_60002575,ACC_1001325,,M_1204,DEV_11459,2603.42,PURCHASE,2026-01-04 07:14:57,1
TXN_F_60002592,ACC_1013263,,M_1490,DEV_11848,2514.1,PURCHASE,2026-01-04 08:17:14,1
TXN_F_60002576,ACC_1001325,,M_1375,DEV_10724,4802.14,PURCHASE,2026-01-04 08:36:57,1
TXN_F_60002569,ACC_1001061,,M_1037,DEV_H_94338,1013.94,PURCHASE,2026-01-04 09:25:44,1
TXN_F_60002568,ACC_1001061,,M_1043,DEV_10224,2953.57,PURCHASE,2026-01-04 10:11:44,1
TXN_F_60002566,ACC_1001061,,M_1412,DEV_10086,3045.79,PURCHASE,2026-01-04 10:41:44,1
TXN_F_60002585,ACC_1000289,,M_1382,DEV_10901,2438.19,PURCHASE,2026-01-04 10:42:51,1
TXN_F_60002587,ACC_1000289,,M_1046,DEV_11426,2043.25,PURCHASE,2026-01-04 11:05:51,1
TXN_F_60002584,ACC_1014935,,M_1145,DEV_11227,2804.23,PURCHASE,2026-01-04 11:14:24,1
TXN_F_60002563,ACC_1009552,,M_1015,DEV_11648,1035.59,PURCHASE,2026-01-04 12:49:56,1
TXN_F_60002552,ACC_1013714,,M_1020,DEV_H_90239,2531.38,PURCHASE,2026-01-04 13:23:33,1
TXN_F_60002557,ACC_1007801,,M_1239,DEV_H_93288,2650.61,PURCHASE,2026-01-04 13:36:07,1
TXN_F_60002556,ACC_1007801,,M_1043,DEV_11952,2464.91,PURCHASE,2026-01-04 13:47:07,1
TXN_F_60002593,ACC_1013263,,M_1062,DEV_10192,4068.58,PURCHASE,2026-01-04 14:05:14,1
TXN_F_60002589,ACC_1000289,,M_1241,DEV_11090,3472.31,PURCHASE,2026-01-04 14:39:51,1
TXN_F_60002564,ACC_1009552,,M_1411,DEV_11724,2243.93,PURCHASE,2026-01-04 14:54:56,1
TXN_F_60002571,ACC_1014517,,M_1360,DEV_10453,4651.01,PURCHASE,2026-01-04 15:07:04,1
TXN_F_60002561,ACC_1009552,,M_1388,DEV_10932,3946.87,PURCHASE,2026-01-04 15:18:56,1
TXN_F_60002580,ACC_1014935,,M_1291,DEV_11876,3231.51,PURCHASE,2026-01-04 16:06:24,1
