transaction_id,sender_account_id,receiver_account_id,merchant_id,device_id,amount,transaction_type,timestamp,fraud_label,txns_last_1h,txns_last_24h,avg_amount_history_24h,device_sharing_count,linked_accounts_count,merchant_risk_score,account_age_days,geo_anomaly,time_since_prev_sec
TXN_F_60002793,ACC_1009892,,M_1267,DEV_10194,2140.68,PURCHASE,2025-12-27 08:13:02,1,0,2,2602.656666666667,7,3,0.72,0.6680555555555555,1,9660.0
TXN_F_60002786,ACC_1008269,,M_1306,DEV_11295,2073.81,PURCHASE,2025-12-27 08:16:57,1,0,2,3138.693333333333,9,3,0.26,0.3902777777777778,0,8100.0
TXN_F_60002770,ACC_1008576,,M_1482,DEV_H_94054,3864.26,PURCHASE,2025-12-27 08:44:53,1,0,0,3864.26,2,2,0.41,0.13472222222222222,1,86400.0
TXN_F_60002797,ACC_1002305,,M_1197,DEV_11087,3249.34,PURCHASE,2025-12-27 08:49:33,1,0,4,2752.056,7,1,0.82,0.9736111111111111,1,23640.0
TXN_F_60002790,ACC_1009892,,M_1302,DEV_10765,2739.1,PURCHASE,2025-12-27 08:50:02,1,1,3,2636.7675000000004,14,3,0.68,0.69375,1,2220.0
TXN_F_60002772,ACC_1008576,,M_1021,DEV_11769,2446.74,PURCHASE,2025-12-27 10:33:53,1,0,1,3155.5,11,2,0.04,0.21041666666666667,1,6540.0
TXN_F_60002763,ACC_1007899,,M_1140,DEV_11366,4431.65,PURCHASE,2025-12-27 10:42:31,1,0,0,4431.65,12,1,0.2,0.16458333333333333,0,86400.0
TXN_F_60002767,ACC_1008273,,M_1019,DEV_10662,1124.23,PURCHASE,2025-12-27 12:18:37,1,0,0,1124.23,7,2,0.8,0.26875,1,86400.0
TXN_F_60002794,ACC_1009892,,M_1284,DEV_10704,4996.88,PURCHASE,2025-12-27 12:21:02,1,0,4,3108.79,9,3,0.34,0.8402777777777778,1,12660.0
TXN_F_60002760,ACC_1007899,,M_1043,DEV_10317,4804.21,PURCHASE,2025-12-27 16:13:31,1,0,1,4617.93,6,1,0.11,0.39444444444444443,1,19860.0
TXN_F_60002787,ACC_1008269,,M_1411,DEV_11276,1805.47,PURCHASE,2025-12-27 16:21:57,1,0,3,2805.3875,11,3,0.13,0.7270833333333333,1,29100.0
TXN_F_60002779,ACC_1008270,,M_1083,DEV_H_95507,1580.37,PURCHASE,2025-12-27 16:30:57,1,0,2,1635.3366666666668,2,3,0.68,0.5131944444444444,1,30360.0
TXN_F_60002771,ACC_1008576,,M_1052,DEV_10272,4852.36,PURCHASE,2025-12-27 17:12:53,1,0,2,3721.1200000000003,10,2,0.14,0.4875,0,23940.0
TXN_F_60002788,ACC_1008269,,M_1482,DEV_10408,4018.58,PURCHASE,2025-12-27 17:31:57,1,0,4,3048.026,15,3,0.41,0.7756944444444445,1,4200.0
TXN_F_60002783,ACC_1013252,,M_1345,DEV_11256,3050.79,PURCHASE,2025-12-27 17:40:22,1,0,2,3875.4566666666665,10,1,0.93,0.7444444444444445,1,48420.0
TXN_F_60002751,ACC_1007576,,M_1371,DEV_H_97591,3203.97,PURCHASE,2025-12-27 20:07:45,1,0,0,3203.97,4,1,0.92,0.1597222222222222,1,86400.0
TXN_F_60002764,ACC_1007899,,M_1252,DEV_10191,2242.04,PURCHASE,2025-12-27 20:39:31,1,0,2,3825.966666666667,15,1,0.83,0.5791666666666667,1,15960.0
TXN_F_60002769,ACC_1008273,,M_1296,DEV_H_92798,1804.3,PURCHASE,2025-12-27 20:50:37,1,0,1,1464.2649999999999,3,2,0.12,0.6243055555555556,1,30720.0
TXN_F_60002756,ACC_1007793,,M_1221,DEV_11844,2192.61,PURCHASE,2025-12-27 21:46:15,1,0,0,2192.61,13,1,0.01,0.2777777777777778,1,86400.0
TXN_F_60002759,ACC_1007793,,M_1154,DEV_H_97370,3208.25,PURCHASE,2025-12-27 22:02:15,1,1,1,2700.4300000000003,6,1,0.42,0.28888888888888886,1,960.0
TXN_F_60002768,ACC_1008273,,M_1437,DEV_10391,3380.35,PURCHASE,2025-12-27 22:14:37,1,0,2,2102.9599999999996,7,2,0.76,0.6826388888888889,1,5040.0
TXN_F_60002781,ACC_1013252,,M_1277,DEV_H_95522,3887.0,PURCHASE,2025-12-27 22:18:22,1,0,3,3878.3424999999997,3,1,0.28,0.9375,1,16680.0
TXN_F_60002766,ACC_1008273,,M_1386,DEV_11762,3224.7,PURCHASE,2025-12-27 22:21:37,1,1,3,2383.3949999999995,9,2,0.69,0.6875,1,420.0
TXN_F_60002755,ACC_1007793,,M_1265,DEV_H_93996,2530.03,PURCHASE,2025-12-27 22:33:15,1,2,2,2643.6300000000006,4,1,0.14,0.3104166666666667,1,1860.0
TXN_F_60002774,ACC_1008576,,M_1423,DEV_11085,2068.06,PURCHASE,2025-12-27 22:54:53,1,0,3,3307.855,8,2,0.6,0.725,0,20520.0
TXN_F_60002777,ACC_1008270,,M_1128,DEV_11305,2082.11,PURCHASE,2025-12-27 23:20:57,1,0,3,1747.0300000000002,12,3,0.72,0.7979166666666667,1,24600.0
TXN_F_60002782,ACC_1013252,,M_1353,DEV_H_93085,3245.14,PURCHASE,2025-12-28 00:02:22,1,0,4,3751.7019999999998,5,1,0.37,1.0097222222222222,1,6240.0
TXN_F_60002773,ACC_1008576,,M_1417,DEV_10528,4772.86,PURCHASE,2025-12-28 00:34:53,1,0,4,3600.8559999999998,10,2,0.62,0.7944444444444444,1,6000.0
TXN_F_60002762,ACC_1007899,,M_1142,DEV_10767,4140.21,PURCHASE,2025-12-28 02:13:31,1,0,3,3904.5275,15,1,0.89,0.8111111111111111,1,20040.0
TXN_F_60002765,ACC_1008273,,M_1457,DEV_11895,3732.66,PURCHASE,2025-12-28 02:28:37,1,0,4,2653.2479999999996,5,2,0.43,0.8590277777777777,0,14820.0
TXN_F_60002775,ACC_1008270,,M_1232,DEV_10477,2931.39,PURCHASE,2025-12-28 03:21:57,1,0,4,1983.902,11,3,0.23,0.9652777777777778,1,14460.0
TXN_F_60002758,ACC_1007793,,M_1249,DEV_11919,2162.74,PURCHASE,2025-12-28 03:26:15,1,0,3,2523.4075000000003,14,1,0.4,0.5138888888888888,1,17580.0
TXN_F_60002761,ACC_1007899,,M_1150,DEV_10970,1933.32,PURCHASE,2025-12-28 03:40:31,1,0,4,3510.286,9,1,0.04,0.8715277777777778,1,5220.0
TXN_F_60002752,ACC_1007576,,M_1311,DEV_10954,1780.19,PURCHASE,2025-12-28 04:20:45,1,0,1,2492.08,6,1,0.9,0.5020833333333333,1,29580.0
TXN_F_60002743,ACC_1005938,,M_1079,DEV_H_98451,2537.42,PURCHASE,2025-12-28 09:12:50,1,0,0,2537.42,2,1,0.31,0.15833333333333333,1,86400.0
TXN_F_60002757,ACC_1007793,,M_1164,DEV_11156,4474.49,PURCHASE,2025-12-28 09:17:15,1,0,4,2913.6240000000003,5,1,0.36,0.7576388888888889,1,21060.0
TXN_F_60002754,ACC_1007576,,M_1334,DEV_H_92461,2143.18,PURCHASE,2025-12-28 10:20:45,1,0,2,2375.78,3,1,0.78,0.7520833333333333,1,21600.0
TXN_F_60002747,ACC_1001055,,M_1102,DEV_10143,4373.86,PURCHASE,2025-12-28 11:26:09,1,0,0,4373.86,6,1,0.81,0.4048611111111111,1,86400.0
TXN_F_60002750,ACC_1007576,,M_1054,DEV_11613,1101.75,PURCHASE,2025-12-28 13:43:45,1,0,3,2057.2725,8,1,0.29,0.8930555555555556,1,12180.0
TXN_F_60002742,ACC_1005938,,M_1200,DEV_11763,3770.58,PURCHASE,2025-12-28 15:09:50,1,0,1,3154.0,11,1,0.71,0.40625,1,21420.0
TXN_F_60002753,ACC_1007576,,M_1338,DEV_11902,1344.57,PURCHASE,2025-12-28 15:47:45,1,0,4,1914.732,15,1,0.03,0.9791666666666666,1,7440.0
TXN_F_60002744,ACC_1005938,,M_1259,DEV_10084,4397.8,PURCHASE,2025-12-28 18:00:50,1,0,2,3568.6,15,1,0.29,0.525,1,10260.0
TXN_F_60002736,ACC_1007960,,M_1492,DEV_11844,1235.31,PURCHASE,2025-12-28 18:14:59,1,0,0,1235.31,13,1,0.74,0.22569444444444445,1,86400.0
TXN_F_60002745,ACC_1001055,,M_1428,DEV_10263,3840.01,PURCHASE,2025-12-28 18:18:09,1,0,1,4106.9349999999995,15,1,0.58,0.6909722222222222,0,24720.0
TXN_F_60002730,ACC_1003637,,M_1358,DEV_11253,1676.29,PURCHASE,2025-12-28 18:51:19,1,0,0,1676.29,14,1,0.29,0.06041666666666667,1,86400.0
TXN_F_60002739,ACC_1007960,,M_1004,DEV_10612,2527.88,PURCHASE,2025-12-28 19:21:59,1,0,1,1881.595,9,1,0.31,0.2722222222222222,1,4020.0
TXN_F_60002737,ACC_1007960,,M_1034,DEV_11873,4958.66,PURCHASE,2025-12-28 20:16:59,1,1,2,2907.2833333333333,9,1,0.71,0.3104166666666667,1,3300.0
TXN_F_60002735,ACC_1007960,,M_1182,DEV_10111,2475.05,PURCHASE,2025-12-28 20:56:59,1,1,3,2799.2250000000004,9,1,0.22,0.33819444444444446,1,2400.0
TXN_F_60002749,ACC_1001055,,M_1304,DEV_10234,4819.3,PURCHASE,2025-12-28 21:02:09,1,0,2,4344.389999999999,14,1,0.7,0.8048611111111111,1,9840.0
TXN_F_60002740,ACC_1005938,,M_1111,DEV_11261,4966.1,PURCHASE,2025-12-28 21:12:50,1,0,3,3917.975,8,1,0.27,0.6583333333333333,1,11520.0
TXN_F_60002741,ACC_1005938,,M_1398,DEV_10211,2315.29,PURCHASE,2025-12-28 22:16:50,1,0,4,3597.4379999999996,6,1,0.29,0.7027777777777777,1,3840.0
TXN_F_60002748,ACC_1001055,,M_1236,DEV_11097,4884.02,PURCHASE,2025-12-28 23:23:09,1,0,3,4479.2975,16,1,0.13,0.9027777777777778,1,8460.0
TXN_F_60002746,ACC_1001055,,M_1082,DEV_11277,1896.48,PURCHASE,2025-12-29 01:17:09,1,0,4,3962.7339999999995,18,1,0.71,0.9819444444444444,0,6840.0
TXN_F_60002725,ACC_1009038,,M_1167,DEV_10274,4105.77,PURCHASE,2025-12-29 04:20:49,1,0,0,4105.77,7,2,0.31,0.18541666666666667,1,86400.0
TXN_F_60002731,ACC_1003637,,M_1356,DEV_11842,2730.82,PURCHASE,2025-12-29 06:01:19,1,0,1,2203.5550000000003,11,1,0.31,0.5256944444444445,1,40200.0
TXN_F_60002726,ACC_1009038,,M_1068,DEV_11816,4225.61,PURCHASE,2025-12-29 06:14:49,1,0,1,4165.6900000000005,10,2,0.93,0.26458333333333334,1,6840.0
TXN_F_60002734,ACC_1003637,,M_1192,DEV_10743,1580.73,PURCHASE,2025-12-29 07:04:19,1,0,2,1995.9466666666667,11,1,0.14,0.5694444444444444,1,3780.0
TXN_F_60002732,ACC_1003637,,M_1080,DEV_11527,1686.53,PURCHASE,2025-12-29 07:22:19,1,1,3,1918.5925,8,1,0.22,0.5819444444444445,1,1080.0
TXN_F_60002729,ACC_1009038,,M_1109,DEV_10490,1016.07,PURCHASE,2025-12-29 07:27:49,1,0,2,3115.816666666667,7,2,0.04,0.31527777777777777,1,4380.0
TXN_F_60002720,ACC_1001643,,M_1486,DEV_11739,4301.25,PURCHASE,2025-12-29 07:34:33,1,0,0,4301.25,14,3,0.7,0.29097222222222224,1,86400.0
TXN_F_60002722,ACC_1001643,,M_1494,DEV_11644,2126.86,PURCHASE,2025-12-29 07:46:33,1,1,1,3214.0550000000003,14,3,0.36,0.29930555555555555,1,720.0
TXN_F_60002721,ACC_1001643,,M_1452,DEV_H_99835,3389.3,PURCHASE,2025-12-29 09:56:33,1,0,2,3272.47,2,3,0.18,0.38958333333333334,1,7800.0
TXN_F_60002738,ACC_1007960,,M_1169,DEV_10667,1886.68,PURCHASE,2025-12-29 11:06:59,1,0,4,2616.7160000000003,10,1,0.02,0.9284722222222223,1,51000.0
TXN_F_60002712,ACC_1006874,,M_1093,DEV_11750,4524.1,PURCHASE,2025-12-29 13:04:50,1,0,0,4524.1,8,1,0.78,0.08541666666666667,1,86400.0
TXN_F_60002713,ACC_1006874,,M_1293,DEV_11695,1383.61,PURCHASE,2025-12-29 13:41:50,1,1,1,2953.855,3,1,0.11,0.1111111111111111,1,2220.0
TXN_F_60002724,ACC_1001643,,M_1046,DEV_10535,3623.18,PURCHASE,2025-12-29 14:39:33,1,0,3,3360.1475,10,3,0.3,0.5861111111111111,1,16980.0
TXN_F_60002727,ACC_1009038,,M_1180,DEV_11615,2668.68,PURCHASE,2025-12-29 15:03:49,1,0,3,3004.0325000000003,8,2,0.58,0.6319444444444444,1,27360.0
TXN_F_60002733,ACC_1003637,,M_1451,DEV_10033,4654.84,PURCHASE,2025-12-29 15:06:19,1,0,4,2465.8419999999996,8,1,0.13,0.9041666666666667,1,27840.0
TXN_F_60002719,ACC_1009846,,M_1412,DEV_10776,3964.82,PURCHASE,2025-12-29 15:33:32,1,0,0,3964.82,13,1,0.73,0.5020833333333333,1,86400.0
TXN_F_60002718,ACC_1009846,,M_1258,DEV_11171,4349.61,PURCHASE,2025-12-29 15:53:32,1,1,1,4157.215,11,1,0.15,0.5159722222222223,1,1200.0
TXN_F_60002709,ACC_1009890,,M_1109,DEV_10242,3663.01,PURCHASE,2025-12-29 17:50:02,1,0,0,3663.01,11,3,0.04,0.21319444444444444,1,86400.0
TXN_F_60002704,ACC_1007799,,M_1392,DEV_11700,4251.52,PURCHASE,2025-12-29 18:44:07,1,0,0,4251.52,6,3,0.07,0.16875,1,86400.0
TXN_F_60002710,ACC_1006874,,M_1391,DEV_10424,3678.03,PURCHASE,2025-12-29 20:48:50,1,0,2,3195.2466666666664,9,1,0.78,0.4076388888888889,1,25620.0
TXN_F_60002708,ACC_1009890,,M_1140,DEV_10510,1725.14,PURCHASE,2025-12-29 21:22:02,1,0,1,2694.0750000000003,14,3,0.2,0.36041666666666666,1,12720.0
TXN_F_60002706,ACC_1009890,,M_1138,DEV_H_97386,2314.0,PURCHASE,2025-12-29 21:28:02,1,1,2,2567.3833333333337,2,3,0.39,0.3645833333333333,1,360.0
TXN_F_60002728,ACC_1009038,,M_1443,DEV_11281,3051.98,PURCHASE,2025-12-29 22:17:49,1,0,4,3013.6220000000003,14,2,0.7,0.9333333333333333,1,26040.0
TXN_F_60002705,ACC_1009890,,M_1386,DEV_10738,3251.34,PURCHASE,2025-12-29 23:14:02,1,0,3,2738.3725000000004,6,3,0.69,0.43819444444444444,1,6360.0
TXN_F_60002707,ACC_1009890,,M_1134,DEV_10803,3979.31,PURCHASE,2025-12-29 23:28:02,1,1,4,2986.5600000000004,11,3,0.27,0.4479166666666667,1,840.0
TXN_F_60002715,ACC_1009846,,M_1191,DEV_11967,4177.27,PURCHASE,2025-12-30 00:07:32,1,0,2,4163.900000000001,8,1,0.23,0.8590277777777777,1,29640.0
TXN_F_60002723,ACC_1001643,,M_1095,DEV_11314,1979.91,PURCHASE,2025-12-30 01:13:33,1,0,4,3084.1,10,3,0.9,1.0263888888888888,1,38040.0
TXN_F_60002717,ACC_1009846,,M_1144,DEV_10495,4747.29,PURCHASE,2025-12-30 02:42:32,1,0,3,4309.7475,7,1,0.32,0.9666666666666667,1,9300.0
TXN_F_60002716,ACC_1009846,,M_1473,DEV_11631,1011.57,PURCHASE,2025-12-30 03:14:32,1,1,4,3650.112,8,1,0.27,0.9888888888888889,1,1920.0
TXN_F_60002711,ACC_1006874,,M_1445,DEV_10541,1626.64,PURCHASE,2025-12-30 05:05:50,1,0,3,2803.095,8,1,0.75,0.7527777777777778,1,29820.0
TXN_F_60002700,ACC_1007799,,M_1332,DEV_10557,2394.96,PURCHASE,2025-12-30 06:13:07,1,0,1,3323.2400000000002,6,3,0.81,0.6472222222222223,1,41340.0
TXN_F_60002714,ACC_1006874,,M_1336,DEV_10151,3724.54,PURCHASE,2025-12-30 09:42:50,1,0,4,2987.3839999999996,14,1,0.24,0.9451388888888889,0,16620.0
TXN_F_60002702,ACC_1007799,,M_1205,DEV_11603,2866.27,PURCHASE,2025-12-30 10:27:07,1,0,2,3170.9166666666665,11,3,0.1,0.8236111111111111,0,15240.0
TXN_F_60002703,ACC_1007799,,M_1147,DEV_10625,4744.07,PURCHASE,2025-12-30 14:33:07,1,0,3,3564.205,11,3,0.66,0.9944444444444445,1,14760.0
TXN_F_60002701,ACC_1007799,,M_1017,DEV_11796,3427.5,PURCHASE,2025-12-30 14:48:07,1,1,4,3536.864,7,3,0.07,1.0048611111111112,1,900.0
TXN_F_60002695,ACC_1013018,,M_1267,DEV_11527,2994.79,PURCHASE,2025-12-30 18:07:32,1,0,0,2994.79,8,2,0.72,0.23541666666666666,1,86400.0
TXN_F_60002699,ACC_1013018,,M_1222,DEV_11116,4886.64,PURCHASE,2025-12-30 21:57:32,1,0,1,3940.715,7,2,0.24,0.3951388888888889,1,13800.0
TXN_F_60002697,ACC_1013018,,M_1174,DEV_11170,3867.93,PURCHASE,2025-12-31 01:24:32,1,0,2,3916.4533333333334,7,2,0.85,0.5388888888888889,1,12420.0
TXN_F_60002694,ACC_1000833,,M_1209,DEV_10797,1101.87,PURCHASE,2025-12-31 02:48:39,1,0,0,1101.87,8,1,0.64,0.3888888888888889,1,86400.0
TXN_F_60002690,ACC_1000833,,M_1009,DEV_11906,3664.2,PURCHASE,2025-12-31 05:16:39,1,0,1,2383.035,8,1,0.14,0.49166666666666664,0,8880.0
TXN_F_60002691,ACC_1000833,,M_1036,DEV_11019,1059.81,PURCHASE,2025-12-31 06:55:39,1,0,2,1941.9599999999998,11,1,0.42,0.5604166666666667,1,5940.0
TXN_F_60002693,ACC_1000833,,M_1439,DEV_11323,1172.27,PURCHASE,2025-12-31 07:25:39,1,1,3,1749.5375,6,1,0.76,0.58125,1,1800.0
TXN_F_60002692,ACC_1000833,,M_1130,DEV_10091,4407.4,PURCHASE,2025-12-31 10:43:39,1,0,4,2281.1099999999997,6,1,0.03,0.71875,1,11880.0
TXN_F_60002696,ACC_1013018,,M_1288,DEV_11430,2273.01,PURCHASE,2025-12-31 11:07:32,1,0,3,3505.5925,7,2,0.72,0.94375,1,34980.0
TXN_F_60002698,ACC_1013018,,M_1258,DEV_11538,4806.74,PURCHASE,2025-12-31 11:26:32,1,1,4,3765.822,7,2,0.15,0.9569444444444445,1,1140.0
TXN_F_60002675,ACC_1008246,,M_1467,DEV_10896,3961.37,PURCHASE,2025-12-31 14:21:48,1,0,0,3961.37,9,1,0.78,0.14305555555555555,1,86400.0
TXN_F_60002673,ACC_1011216,,M_1015,DEV_10348,4308.63,PURCHASE,2025-12-31 15:17:48,1,0,0,4308.63,10,1,0.12,0.05486111111111111,1,86400.0
TXN_F_60002686,ACC_1014926,,M_1092,DEV_10386,1499.13,PURCHASE,2025-12-31 17:30:12,1,0,0,1499.13,5,3,0.1,0.4756944444444444,1,86400.0
TXN_F_60002676,ACC_1008246,,M_1098,DEV_10247,1522.41,PURCHASE,2025-12-31 18:21:48,1,0,1,2741.89,12,1,0.84,0.30972222222222223,1,14400.0
TXN_F_60002667,ACC_1000789,,M_1082,DEV_10212,2468.13,PURCHASE,2025-12-31 19:29:17,1,0,0,2468.13,5,1,0.71,0.05694444444444444,1,86400.0
TXN_F_60002683,ACC_1002680,,M_1369,DEV_11806,3714.08,PURCHASE,2025-12-31 20:11:57,1,0,0,3714.08,24,1,0.27,0.4965277777777778,1,86400.0
TXN_F_60002678,ACC_1008246,,M_1229,DEV_H_95975,3215.97,PURCHASE,2025-12-31 20:18:48,1,0,2,2899.9166666666665,2,1,0.2,0.3909722222222222,1,7020.0
TXN_F_60002671,ACC_1011216,,M_1383,DEV_10320,3063.66,PURCHASE,2025-12-31 20:54:48,1,0,1,3686.145,7,1,0.82,0.28888888888888886,1,20220.0
TXN_F_60002680,ACC_1002680,,M_1039,DEV_10752,3864.12,PURCHASE,2025-12-31 22:38:57,1,0,1,3789.1,8,1,0.09,0.5986111111111111,0,8820.0
TXN_F_60002687,ACC_1014926,,M_1010,DEV_10254,2972.55,PURCHASE,2025-12-31 23:26:12,1,0,1,2235.84,10,3,0.92,0.7229166666666667,1,21360.0
TXN_F_60002672,ACC_1011216,,M_1365,DEV_11689,4571.1,PURCHASE,2026-01-01 00:04:48,1,0,2,3981.1299999999997,6,1,0.08,0.42083333333333334,1,11400.0
TXN_F_60002688,ACC_1014926,,M_1048,DEV_11467,1868.21,PURCHASE,2026-01-01 01:15:12,1,0,2,2113.2966666666666,10,3,0.79,0.7986111111111112,1,6540.0
TXN_F_60002689,ACC_1014926,,M_1031,DEV_10574,1379.78,PURCHASE,2026-01-01 02:19:12,1,0,3,1929.9175,7,3,0.92,0.8430555555555556,1,3840.0
TXN_F_60002662,ACC_1006209,,M_1225,DEV_10011,4332.94,PURCHASE,2026-01-01 02:22:19,1,0,0,4332.94,7,3,0.01,0.1111111111111111,1,86400.0
TXN_F_60002682,ACC_1002680,,M_1105,DEV_10285,3636.1,PURCHASE,2026-01-01 02:40:57,1,0,2,3738.1,11,1,0.3,0.7666666666666667,1,14520.0
TXN_F_60002669,ACC_1000789,,M_1088,DEV_10788,1284.23,PURCHASE,2026-01-01 02:55:17,1,0,1,1876.18,11,1,0.21,0.36666666666666664,1,26760.0
TXN_F_60002665,ACC_1000789,,M_1086,DEV_H_97506,4542.95,PURCHASE,2026-01-01 03:24:17,1,1,2,2765.103333333333,2,1,0.31,0.38680555555555557,1,1740.0
TXN_F_60002670,ACC_1011216,,M_1495,DEV_11666,1758.98,PURCHASE,2026-01-01 04:19:48,1,0,3,3425.5924999999997,4,1,0.22,0.5979166666666667,1,15300.0
TXN_F_60002661,ACC_1006209,,M_1307,DEV_11421,1518.05,PURCHASE,2026-01-01 04:48:19,1,0,1,2925.495,9,3,0.16,0.2125,1,8760.0
TXN_F_60002674,ACC_1011216,,M_1125,DEV_11957,1442.33,PURCHASE,2026-01-01 05:10:48,1,1,4,3028.9399999999996,7,1,0.4,0.6333333333333333,1,3060.0
TXN_F_60002681,ACC_1002680,,M_1209,DEV_H_94920,2804.27,PURCHASE,2026-01-01 05:59:57,1,0,3,3504.6425,3,1,0.64,0.9048611111111111,1,11940.0
TXN_F_60002685,ACC_1014926,,M_1130,DEV_H_90404,1413.22,PURCHASE,2026-01-01 06:03:12,1,0,4,1826.578,3,3,0.03,0.9986111111111111,1,13440.0
TXN_F_60002659,ACC_1008538,,M_1152,DEV_11037,1701.27,PURCHASE,2026-01-01 06:31:57,1,0,0,1701.27,9,1,0.15,0.06458333333333334,1,86400.0
TXN_F_60002684,ACC_1002680,,M_1086,DEV_11172,3656.47,PURCHASE,2026-01-01 07:46:57,1,0,4,3535.0080000000003,8,1,0.31,0.9791666666666666,1,6420.0
TXN_F_60002679,ACC_1008246,,M_1203,DEV_11253,2547.98,PURCHASE,2026-01-01 10:36:48,1,0,3,2811.9325,14,1,0.04,0.9868055555555556,0,51480.0
TXN_F_60002677,ACC_1008246,,M_1260,DEV_H_97165,3940.23,PURCHASE,2026-01-01 11:13:48,1,1,4,3037.5919999999996,3,1,0.79,1.0125,1,2220.0
TXN_F_60002657,ACC_1008538,,M_1465,DEV_10887,2290.83,PURCHASE,2026-01-01 12:17:57,1,0,1,1996.05,14,1,0.2,0.30486111111111114,1,20760.0
TXN_F_60002668,ACC_1000789,,M_1154,DEV_11220,1379.87,PURCHASE,2026-01-01 12:26:17,1,0,3,2418.795,7,1,0.42,0.7631944444444444,1,32520.0
TXN_F_60002655,ACC_1008538,,M_1178,DEV_10520,1903.01,PURCHASE,2026-01-01 12:52:57,1,1,2,1965.0366666666666,10,1,0.22,0.32916666666666666,1,2100.0
TXN_F_60002653,ACC_1005280,,M_1184,DEV_10152,3386.47,PURCHASE,2026-01-01 14:49:42,1,0,0,3386.47,11,2,0.09,0.39861111111111114,1,86400.0
TXN_F_60002654,ACC_1005280,,M_1021,DEV_11663,3485.95,PURCHASE,2026-01-01 15:06:42,1,1,1,3436.21,7,2,0.04,0.41041666666666665,1,1020.0
TXN_F_60002666,ACC_1000789,,M_1073,DEV_11909,2705.8,PURCHASE,2026-01-01 15:28:17,1,0,4,2476.196,10,1,0.56,0.8895833333333333,0,10920.0
TXN_F_60002647,ACC_1001293,,M_1123,DEV_10953,2005.45,PURCHASE,2026-01-01 15:43:22,1,0,0,2005.45,6,3,0.59,0.38819444444444445,1,86400.0
TXN_F_60002646,ACC_1001293,,M_1008,DEV_H_96663,3111.2,PURCHASE,2026-01-01 16:04:22,1,1,1,2558.325,2,3,0.03,0.4027777777777778,1,1260.0
TXN_F_60002650,ACC_1005280,,M_1132,DEV_10295,3959.8,PURCHASE,2026-01-01 16:25:42,1,0,2,3610.7400000000002,13,2,0.3,0.4652777777777778,1,4740.0
TXN_F_60002652,ACC_1005280,,M_1444,DEV_10169,4603.5,PURCHASE,2026-01-01 16:48:42,1,1,3,3858.9300000000003,10,2,0.92,0.48125,1,1380.0
TXN_F_60002651,ACC_1005280,,M_1294,DEV_10705,1006.33,PURCHASE,2026-01-01 17:22:42,1,2,4,3288.4100000000008,11,2,0.66,0.5048611111111111,1,2040.0
TXN_F_60002663,ACC_1006209,,M_1227,DEV_11345,4762.14,PURCHASE,2026-01-01 18:10:19,1,0,2,3537.7100000000005,4,3,0.23,0.7694444444444445,1,48120.0
